provider,case_id,case_hash,mode,T_condition,expected_answer,receiver_answer,receiver_correct,actual_facts_total,actual_facts_literal_mentioned,actual_facts_bound_mentioned,bound_case_fact_recall,available_predicates_total,available_predicates_bound_mentioned,available_predicate_binding_rate,non_actual_predicates_total,non_actual_predicates_mentioned,non_actual_predicates_bound_as_facts,predicate_intrusion_rate,case_binding_score,genericization_drift,transmission_sufficiency,transmission_sufficiency_path,diagnostic_parse_coverage,diagnostic_confidence,diagnostic_unparsed_fields,mentions_actual_facts,mentions_available_predicates,mentions_fired_rules,mentions_priority_edges,mentions_suppressed_rules,mentions_active_conclusions,mentions_final_category,mentions_rules,mentions_priority,mentions_suppression,mentions_conflict_semantics,message_token_count,failure_taxonomy
anthropic_sonnet_4_6,rule_0004,f1f456a8a8ff9acccb59819d,oracle_text,T_oracle_text,no,no,True,1,1,1,1.0,6,6,1.0,5,5,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,77,
anthropic_sonnet_4_6,rule_0003,d8c4c99b4855b3782c3af854,free_schema_prompt,T_free_schema_prompt,conflict,no,False,3,3,0,0.0,6,6,1.0,3,3,0,0.0,0.0,1.0,0.0,insufficient,1.0,1.0,,True,True,False,True,False,False,False,True,True,False,True,247,conflict_collapse_negative
anthropic_sonnet_4_6,rule_0003,d8c4c99b4855b3782c3af854,self_contract_private_prose,T_self_contract_private_prose,conflict,conflict,True,3,3,0,0.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_actual_facts,False,False,True,True,True,False,False,True,True,True,True,330,
anthropic_sonnet_4_6,rule_0003,d8c4c99b4855b3782c3af854,free_case_hint_no_sections,T_free_case_hint_no_sections,conflict,conflict,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,181,
anthropic_sonnet_4_6,rule_0003,d8c4c99b4855b3782c3af854,factlocked,T_factlocked,conflict,conflict,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,271,
anthropic_sonnet_4_6,rule_0003,d8c4c99b4855b3782c3af854,oracle_text,T_oracle_text,conflict,conflict,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,82,
anthropic_sonnet_4_6,rule_0005,e907207d98f3f48ba2e2edb4,free_schema_prompt,T_free_schema_prompt,no,no,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,actual_facts_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,False,True,False,False,False,True,True,False,True,209,
anthropic_sonnet_4_6,rule_0005,e907207d98f3f48ba2e2edb4,self_contract_private_prose,T_self_contract_private_prose,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,False,True,False,True,True,False,True,254,
anthropic_sonnet_4_6,rule_0005,e907207d98f3f48ba2e2edb4,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,False,True,False,True,True,False,True,191,
anthropic_sonnet_4_6,rule_0005,e907207d98f3f48ba2e2edb4,factlocked,T_factlocked,no,no,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,275,
anthropic_sonnet_4_6,rule_0005,e907207d98f3f48ba2e2edb4,oracle_text,T_oracle_text,no,no,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,79,
anthropic_sonnet_4_6,rule_0006,05f26001a75318c7df40a854,free_schema_prompt,T_free_schema_prompt,yes,no,False,5,5,0,0.0,6,6,1.0,1,1,0,0.0,1.0,1.0,1.0,fired_rules_priority,1.0,1.0,,True,True,True,True,False,False,False,True,True,False,True,267,answer_mismatch
anthropic_sonnet_4_6,rule_0006,05f26001a75318c7df40a854,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,5,5,5,1.0,6,1,0.16666666666666666,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,False,True,True,True,True,278,
anthropic_sonnet_4_6,rule_0006,05f26001a75318c7df40a854,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,5,5,0,0.0,6,0,0.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,False,True,False,True,True,False,True,210,
anthropic_sonnet_4_6,rule_0006,05f26001a75318c7df40a854,factlocked,T_factlocked,yes,yes,True,5,5,5,1.0,6,0,0.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,223,
anthropic_sonnet_4_6,rule_0006,05f26001a75318c7df40a854,oracle_text,T_oracle_text,yes,yes,True,5,5,5,1.0,6,6,1.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,86,
anthropic_sonnet_4_6,rule_0007,52f2ae2c74ae57a88f330b6c,free_schema_prompt,T_free_schema_prompt,no,no,True,1,1,0,0.0,6,6,1.0,5,5,0,0.0,0.0,1.0,1.0,fired_rules_priority,1.0,1.0,,True,True,True,True,False,False,False,True,True,False,True,263,
anthropic_sonnet_4_6,rule_0007,52f2ae2c74ae57a88f330b6c,self_contract_private_prose,T_self_contract_private_prose,no,no,True,1,1,1,1.0,6,0,0.0,5,5,5,1.0,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,True,False,False,True,True,True,True,252,
anthropic_sonnet_4_6,rule_0007,52f2ae2c74ae57a88f330b6c,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,1,1,1,1.0,6,5,0.8333333333333334,5,5,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,False,True,False,True,False,True,True,False,True,218,
anthropic_sonnet_4_6,rule_0007,52f2ae2c74ae57a88f330b6c,factlocked,T_factlocked,no,no,True,1,1,1,1.0,6,0,0.0,5,5,5,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,153,
anthropic_sonnet_4_6,rule_0007,52f2ae2c74ae57a88f330b6c,oracle_text,T_oracle_text,no,no,True,1,1,1,1.0,6,6,1.0,5,5,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,77,
anthropic_sonnet_4_6,rule_0008,07e63b0de76a8b80272d382d,free_schema_prompt,T_free_schema_prompt,yes,yes,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,233,
anthropic_sonnet_4_6,rule_0008,07e63b0de76a8b80272d382d,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,2,2,2,1.0,6,0,0.0,4,4,1,0.25,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,301,
anthropic_sonnet_4_6,rule_0008,07e63b0de76a8b80272d382d,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,2,2,0,0.0,6,0,0.0,4,4,4,1.0,1.0,0.0,0.0,insufficient,1.0,1.0,,True,False,False,True,False,False,False,True,True,False,True,203,
anthropic_sonnet_4_6,rule_0008,07e63b0de76a8b80272d382d,factlocked,T_factlocked,yes,yes,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,178,
anthropic_sonnet_4_6,rule_0008,07e63b0de76a8b80272d382d,oracle_text,T_oracle_text,yes,yes,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,78,
anthropic_sonnet_4_6,rule_0009,3d03fa6e05c41d97f2da962e,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,0,0.0,6,6,1.0,3,3,0,0.0,1.0,1.0,1.0,fired_rules_priority,1.0,1.0,,False,True,True,True,False,False,False,True,True,False,True,369,
anthropic_sonnet_4_6,rule_0009,3d03fa6e05c41d97f2da962e,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,241,
anthropic_sonnet_4_6,rule_0009,3d03fa6e05c41d97f2da962e,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,209,
anthropic_sonnet_4_6,rule_0009,3d03fa6e05c41d97f2da962e,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,179,
anthropic_sonnet_4_6,rule_0009,3d03fa6e05c41d97f2da962e,oracle_text,T_oracle_text,yes,yes,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,81,
anthropic_sonnet_4_6,rule_0010,a00c4cc4b2f16fa073dd0ce3,free_schema_prompt,T_free_schema_prompt,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,actual_facts_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,False,True,False,False,False,True,True,False,True,239,
anthropic_sonnet_4_6,rule_0010,a00c4cc4b2f16fa073dd0ce3,self_contract_private_prose,T_self_contract_private_prose,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,261,
anthropic_sonnet_4_6,rule_0010,a00c4cc4b2f16fa073dd0ce3,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,False,False,False,True,True,False,True,190,
anthropic_sonnet_4_6,rule_0010,a00c4cc4b2f16fa073dd0ce3,factlocked,T_factlocked,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,223,
anthropic_sonnet_4_6,rule_0010,a00c4cc4b2f16fa073dd0ce3,oracle_text,T_oracle_text,no,no,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,78,
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,free_schema_prompt,T_free_schema_prompt,conflict,no,False,5,5,0,0.0,6,0,0.0,1,0,0,0.0,1.0,1.0,1.0,active_conclusions,1.0,1.0,,False,True,True,True,True,True,True,True,True,True,True,399,conflict_collapse_negative
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,self_contract_private_prose,T_self_contract_private_prose,conflict,conflict,True,5,5,5,1.0,6,1,0.16666666666666666,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,False,True,True,True,True,275,
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,free_case_hint_no_sections,T_free_case_hint_no_sections,conflict,conflict,True,5,0,0,0.0,6,0,0.0,1,0,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,254,
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,factlocked,T_factlocked,conflict,conflict,True,5,5,5,1.0,6,0,0.0,1,1,1,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,246,
anthropic_sonnet_4_6,rule_0011,603c7f2f3c7972757fadc2ed,oracle_text,T_oracle_text,conflict,conflict,True,5,5,5,1.0,6,6,1.0,1,1,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,88,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,free_schema_prompt,T_free_schema_prompt,no,no,True,2,0,0,0.0,6,0,0.0,4,0,0,0.0,0.0,1.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,265,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,self_contract_private_prose,T_self_contract_private_prose,no,no,True,2,2,2,1.0,6,0,0.0,4,4,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,250,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,2,2,2,1.0,6,0,0.0,4,4,1,0.25,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,False,False,False,True,True,False,True,211,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,factlocked,T_factlocked,no,no,True,2,2,2,1.0,6,0,0.0,4,4,4,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,180,
anthropic_sonnet_4_6,rule_0012,8394cdb54ce1c21f2d39224a,oracle_text,T_oracle_text,no,no,True,2,2,2,1.0,6,6,1.0,4,4,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,78,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,free_schema_prompt,T_free_schema_prompt,yes,no,False,4,4,0,0.0,6,6,1.0,2,2,0,0.0,0.0,1.0,1.0,fired_rules_priority,1.0,1.0,,False,True,True,True,False,False,False,True,True,False,True,262,answer_mismatch
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,4,4,4,1.0,6,0,0.0,2,2,0,0.0,1.0,0.0,1.0,actual_facts_rules_priority,1.0,1.0,,True,False,False,True,True,False,False,True,True,True,True,237,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,4,3,0,0.0,6,0,0.0,2,2,1,0.5,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,194,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,factlocked,T_factlocked,yes,yes,True,4,4,4,1.0,6,0,0.0,2,2,2,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,220,
anthropic_sonnet_4_6,rule_0013,909d995e1e3e0f2a8a6d1f36,oracle_text,T_oracle_text,yes,yes,True,4,4,4,1.0,6,6,1.0,2,2,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,83,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,free_schema_prompt,T_free_schema_prompt,no,no,True,3,0,0,0.0,6,0,0.0,3,0,0,0.0,1.0,1.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,251,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,self_contract_private_prose,T_self_contract_private_prose,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,284,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,3,3,0,0.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,True,241,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,factlocked,T_factlocked,no,no,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,293,
anthropic_sonnet_4_6,rule_0014,bad5237bb0566ca605be093c,oracle_text,T_oracle_text,no,no,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,82,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,actual_facts_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,False,True,False,False,False,True,True,False,True,228,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,False,249,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,2,0.6666666666666666,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,196,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,False,177,
anthropic_sonnet_4_6,rule_0015,4add57c27574231d9ae49604,oracle_text,T_oracle_text,yes,yes,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,79,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,free_schema_prompt,T_free_schema_prompt,no,no,True,3,3,0,0.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,False,True,True,True,False,False,False,True,True,False,True,202,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,self_contract_private_prose,T_self_contract_private_prose,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,236,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,free_case_hint_no_sections,T_free_case_hint_no_sections,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,False,False,False,True,True,False,True,170,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,factlocked,T_factlocked,no,no,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,True,206,
anthropic_sonnet_4_6,rule_0016,1e2c3650537752ef360f9141,oracle_text,T_oracle_text,no,no,True,3,3,3,1.0,6,6,1.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,True,True,True,True,True,True,True,True,True,False,80,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,free_schema_prompt,T_free_schema_prompt,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,fired_rules_priority,0.6666666666666666,0.6666666666666666,mentions_available_predicates,True,False,True,True,False,False,False,True,True,False,True,226,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,self_contract_private_prose,T_self_contract_private_prose,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,False,True,True,True,False,300,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,free_case_hint_no_sections,T_free_case_hint_no_sections,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,0,0.0,1.0,0.0,1.0,fired_rules_priority,1.0,1.0,,True,False,True,True,True,False,False,True,True,True,True,227,
anthropic_sonnet_4_6,rule_0017,c2f7c38f1cd431cffd370b00,factlocked,T_factlocked,yes,yes,True,3,3,3,1.0,6,0,0.0,3,3,3,1.0,1.0,0.0,1.0,active_conclusions,1.0,1.0,,True,False,True,True,True,True,True,True,True,True,True,241,
